,YEAR,EXPERIENCE,EMPLOYMENT,TITLE,LOCATION,COMPANYSIZE,SALARY
3566,2021,Mid Level,Full time,Data Architect,US,Large,180000
3567,2021,Mid Level,Full time,Data Engineer,US,Large,110000
3568,2021,Mid Level,Part time,Data Engineer,NL,Large,69741
3569,2021,Mid Level,Full time,Data Engineer,US,Large,112000
3570,2021,Mid Level,Full time,Data Engineer,TR,Medium,28016
3571,2021,Mid Level,Full time,Data Engineer,US,Medium,111775
3572,2021,Mid Level,Full time,Data Engineer,US,Medium,93150
3573,2021,Mid Level,Full time,Data Scientist,DE,Small,25532
3574,2021,Mid Level,Full time,Data Scientist,IN,Small,16904
3575,2021,Mid Level,Full time,Data Scientist,US,Large,147000
3576,2021,Mid Level,Full time,Data Engineer,US,Large,26005
3577,2021,Mid Level,Full time,Data Scientist,DE,Large,90734
3578,2021,Mid Level,Full time,Big Data Engineer,IN,Large,22611
3579,2021,Mid Level,Full time,Data Scientist,US,Small,5679
3580,2021,Mid Level,Full time,Data Scientist,CL,Large,40038
3581,2021,Mid Level,Full time,Data Scientist,AT,Medium,61467
3582,2021,Mid Level,Full time,Data Scientist,ES,Large,37825
3583,2021,Mid Level,Full time,Data Scientist,GB,Large,56256
3584,2021,Mid Level,Full time,Data Scientist,IN,Medium,33808
3585,2021,Mid Level,Full time,Data Scientist,GB,Large,116914
3586,2021,Mid Level,Full time,Machine Learning Engineer,PL,Large,46597
3587,2021,Mid Level,Full time,Machine Learning Engineer,BE,Medium,88654
3588,2021,Mid Level,Full time,Data Scientist,DE,Large,88654
3589,2021,Mid Level,Full time,Data Engineer,GB,Small,66022
3590,2021,Mid Level,Full time,Research Scientist,FR,Small,56738
3591,2021,Mid Level,Full time,Machine Learning Engineer,SI,Large,24823
3592,2021,Mid Level,Freelancer,Data Engineer,US,Large,20000
3593,2021,Mid Level,Full time,Data Scientist,US,Large,160000
3594,2021,Mid Level,Full time,Data Science Engineer,GR,Medium,40189
3595,2021,Mid Level,Full time,Data Scientist,BR,Small,12901
3597,2021,Mid Level,Freelancer,Machine Learning Scientist,PK,Medium,12000
3598,2021,Mid Level,Full time,Machine Learning Engineer,JP,Small,74000
3599,2021,Mid Level,Full time,Big Data Engineer,MD,Small,18000
3600,2021,Mid Level,Full time,Data Scientist,US,Large,130000
3601,2021,Mid Level,Full time,Data Scientist,ES,Medium,46809
3602,2021,Mid Level,Full time,Data Scientist,US,Large,115000
3603,2021,Mid Level,Full time,Lead Data Analyst,IN,Large,19609
3604,2021,Mid Level,Full time,Data Analyst,US,Large,75000
3605,2021,Mid Level,Full time,Data Analyst,US,Large,62000
3606,2021,Mid Level,Full time,Data Scientist,US,Large,73000
3607,2021,Mid Level,Full time,Data Engineer,NL,Large,45391
3608,2021,Mid Level,Full time,Data Scientist,IL,Medium,119059
3609,2021,Mid Level,Full time,Applied Machine Learning Scientist,US,Large,423000
3610,2021,Mid Level,Full time,Data Engineer,MT,Large,28369
3611,2021,Mid Level,Full time,Principal Data Scientist,US,Large,151000
3612,2021,Senior,Full time,Data Scientist,IN,Large,54094
3613,2021,Senior,Full time,Data Analyst,US,Small,115000
3614,2021,Senior,Full time,Data Analyst,PH,Small,50000
3615,2021,Senior,Full time,Cloud Data Architect,US,Large,250000
3616,2021,Senior,Full time,Head of Data,SI,Large,102839
3617,2021,Senior,Full time,Data Engineer,US,Large,150000
3618,2021,Senior,Full time,Data Science Manager,US,Large,240000
3619,2021,Senior,Full time,Principal Data Scientist,US,Large,220000
3620,2021,Senior,Full time,Computer Vision Engineer,BR,Medium,24000
3621,2021,Senior,Full time,Lead Data Scientist,IN,Large,40570
3622,2021,Senior,Full time,Machine Learning Scientist,US,Small,120000
3623,2021,Senior,Full time,Principal Data Engineer,US,Medium,200000
3624,2021,Senior,Full time,Machine Learning Engineer,BE,Medium,82744
3625,2021,Senior,Full time,Data Analytics Manager,US,Medium,120000
3626,2021,Senior,Full time,Data Science Engineer,CA,Large,127221
3627,2021,Senior,Full time,Data Science Manager,US,Large,144000
3628,2021,Senior,Full time,Data Engineer,US,Large,153000
3629,2021,Senior,Full time,Data Analyst,US,Small,80000
3630,2021,Senior,Full time,Data Analytics Engineer,DE,Large,79197
3631,2021,Senior,Full time,Lead Data Analyst,US,Large,170000
3632,2021,Senior,Full time,Data Scientist,FR,Large,53192
3633,2021,Senior,Full time,Marketing Data Analyst,DK,Large,88654
3634,2021,Senior,Full time,Lead Data Engineer,GB,Small,103160
3635,2021,Senior,Full time,Data Engineer,GB,Medium,113476
3636,2021,Senior,Full time,Machine Learning Engineer,DE,Large,94564
3637,2021,Senior,Full time,Data Engineer,US,Medium,150000
3638,2021,Senior,Full time,Data Engineer,US,Small,115000
3640,2021,Senior,Full time,Lead Data Engineer,US,Large,276000
3641,2021,Senior,Full time,Cloud Data Engineer,US,Small,160000
3642,2021,Senior,Full time,Data Engineer,US,Large,174000
3643,2021,Senior,Full time,Research Scientist,PT,Large,60757
3644,2021,Senior,Full time,Principal Data Analyst,US,Medium,170000
3645,2021,Senior,Full time,Data Engineer,GB,Large,96282
3646,2021,Senior,Full time,Big Data Architect,CA,Medium,99703
3647,2021,Senior,Full time,Data Scientist,US,Large,165000
3648,2021,Senior,Full time,Data Scientist,CA,Large,103691
3649,2021,Senior,Full time,Data Analyst,US,Large,200000
3650,2021,Senior,Full time,Data Engineer,US,Large,200000
3651,2021,Senior,Full time,ML Engineer,US,Small,256000
3652,2021,Senior,Full time,Machine Learning Engineer,US,Large,185000
3653,2021,Senior,Full time,Data Scientist,TR,Large,20171
3654,2021,Senior,Full time,AI Scientist,ES,Large,55000
3655,2021,Senior,Full time,Data Scientist,FR,Medium,77684
3656,2021,Senior,Contractor,Staff Data Scientist,US,Medium,105000
3657,2021,Senior,Full time,Lead Data Engineer,US,Small,160000
3658,2021,Senior,Full time,Machine Learning Engineer,IN,Large,66265
3659,2021,Senior,Full time,Data Analyst,DE,Large,63831
3660,2021,Senior,Full time,Data Analyst,CA,Medium,71786
3661,2021,Senior,Full time,Data Scientist,US,Large,135000
3662,2021,Senior,Full time,Data Science Manager,US,Large,54094
3663,2021,Senior,Full time,Machine Learning Engineer,IN,Large,24342
3664,2021,Senior,Full time,Research Scientist,CA,Large,96113
3665,2021,Senior,Full time,Data Science Manager,US,Large,174000
3666,2021,Senior,Full time,Data Analytics Engineer,GB,Medium,50000
3667,2021,Senior,Full time,Machine Learning Infrastructure Engineer,US,Medium,195000
3668,2021,Senior,Full time,Machine Learning Scientist,CA,Large,225000
3669,2021,Senior,Full time,Data Analytics Manager,US,Large,120000
3670,2021,Senior,Full time,Machine Learning Engineer,US,Large,200000
3671,2021,Senior,Full time,Research Scientist,US,Small,50000
3672,2021,Senior,Full time,Data Engineer,US,Medium,165000
3673,2021,Senior,Full time,Principal Data Engineer,US,Large,185000
3674,2021,Senior,Full time,Data Analytics Manager,US,Large,140000
3675,2021,Senior,Full time,Data Scientist,CA,Small,87738
3676,2021,Senior,Full time,Finance Data Analyst,GB,Large,61896
3677,2021,Senior,Full time,Data Engineer,GB,Small,76833
3678,2021,Senior,Full time,Data Science Manager,FR,Large,152000
3679,2021,Senior,Full time,Computer Vision Engineer,BR,Medium,18907
3680,2021,Senior,Full time,Principal Data Scientist,DE,Medium,173762
3681,2021,Senior,Full time,Principal Data Scientist,US,Large,235000
3682,2021,Senior,Full time,Director of Data Science,JP,Small,168000
3683,2021,Senior,Full time,Data Specialist,US,Large,165000
3684,2021,Senior,Full time,Data Science Manager,IN,Large,94665
3685,2020,Entry Level,Full time,Data Engineer,IN,Large,13493
3687,2020,Entry Level,Full time,Data Analyst,PT,Medium,22809
3688,2020,Entry Level,Full time,Data Scientist,DE,Small,49268
3689,2020,Entry Level,Full time,Data Engineer,DE,Large,54742
3690,2020,Entry Level,Full time,Big Data Engineer,US,Large,70000
3691,2020,Entry Level,Full time,Machine Learning Engineer,US,Large,250000
3692,2020,Entry Level,Full time,Data Analyst,NG,Small,10000
3693,2020,Entry Level,Full time,Machine Learning Engineer,US,Small,138000
3694,2020,Entry Level,Part time,ML Engineer,DE,Small,15966
3695,2020,Entry Level,Full time,Data Analyst,IN,Small,6072
3696,2020,Entry Level,Full time,Data Analyst,US,Large,91000
3697,2020,Entry Level,Full time,Research Scientist,NL,Large,42000
3698,2020,Entry Level,Full time,Data Analyst,US,Large,72000
3699,2020,Entry Level,Full time,Data Scientist,FR,Small,51321
3700,2020,Entry Level,Full time,Data Scientist,FR,Medium,39916
3701,2020,Entry Level,Full time,Data Engineer,JP,Small,41689
3702,2020,Entry Level,Full time,Data Science Consultant,IN,Medium,5707
3703,2020,Entry Level,Full time,AI Scientist,DK,Small,45896
3704,2020,Entry Level,Full time,Data Scientist,DE,Small,62726
3705,2020,Entry Level,Part time,Data Scientist,IT,Small,21669
3706,2020,Entry Level,Full time,Data Scientist,US,Small,105000
3707,2020,Entry Level,Contractor,Business Data Analyst,US,Large,100000
3708,2020,Experienced,Full time,Staff Data Analyst,CA,Medium,15000
3709,2020,Experienced,Full time,Data Engineer,ES,Large,79833
3710,2020,Experienced,Full time,Director of Data Science,US,Large,325000
3711,2020,Mid Level,Full time,Business Data Analyst,US,Medium,95000
3712,2020,Mid Level,Full time,Product Data Analyst,HN,Small,20000
3713,2020,Mid Level,Full time,Data Engineer,DE,Small,59303
3714,2020,Mid Level,Full time,Research Scientist,US,Medium,450000
3715,2020,Mid Level,Full time,Data Analyst,FR,Large,46759
3716,2020,Mid Level,Full time,Data Engineer,AT,Large,74130
3717,2020,Mid Level,Full time,Data Science Consultant,US,Large,103000
3718,2020,Mid Level,Full time,Data Scientist,US,Small,45760
3719,2020,Mid Level,Full time,Machine Learning Infrastructure Engineer,PT,Medium,50180
3720,2020,Mid Level,Full time,Data Engineer,US,Large,106000
3721,2020,Mid Level,Full time,Data Engineer,GB,Large,112872
3722,2020,Mid Level,Full time,Data Scientist,GB,Small,76958
3723,2020,Mid Level,Full time,Data Scientist,US,Large,105000
3724,2020,Mid Level,Full time,Data Engineer,FR,Large,70139
3725,2020,Mid Level,Full time,Lead Data Scientist,AE,Large,115000
3726,2020,Mid Level,Full time,Data Scientist,DE,Large,79833
3727,2020,Mid Level,Full time,Data Scientist,HU,Large,35735
3728,2020,Mid Level,Full time,Business Data Analyst,US,Large,135000
3729,2020,Mid Level,Full time,Data Scientist,IN,Large,40481
3730,2020,Mid Level,Full time,Lead Data Analyst,US,Large,87000
3731,2020,Mid Level,Full time,Data Analyst,US,Large,85000
3732,2020,Mid Level,Full time,Data Analyst,PK,Large,8000
3733,2020,Mid Level,Full time,Lead Data Engineer,US,Medium,56000
3734,2020,Mid Level,Full time,Product Data Analyst,IN,Large,6072
3735,2020,Mid Level,Full time,BI Data Analyst,US,Medium,98000
3736,2020,Mid Level,Full time,Data Scientist,FR,Small,42197
3737,2020,Mid Level,Full time,Data Engineer,US,Large,110000
3738,2020,Mid Level,Full time,Data Scientist,ES,Medium,38776
3739,2020,Mid Level,Full time,Data Scientist,LU,Small,62726
3740,2020,Mid Level,Full time,Data Scientist,US,Medium,118000
3741,2020,Mid Level,Full time,Data Scientist,US,Medium,138350
3742,2020,Mid Level,Full time,Data Engineer,US,Medium,130800
3743,2020,Senior,Full time,Machine Learning Manager,CA,Large,117104
3744,2020,Senior,Full time,Data Scientist,US,Large,68428
3745,2020,Senior,Full time,Data Engineer,US,Large,188000
3746,2020,Senior,Full time,Data Engineer,MX,Small,33511
3747,2020,Senior,Full time,Machine Learning Scientist,JP,Small,260000
3748,2020,Senior,Full time,Big Data Engineer,GB,Medium,109024
3749,2020,Senior,Full time,Machine Learning Engineer,US,Large,150000
3750,2020,Senior,Full time,Lead Data Scientist,US,Small,190000
3751,2020,Senior,Full time,Lead Data Engineer,NZ,Small,125000
3752,2020,Senior,Full time,Big Data Engineer,GB,Small,114047
3753,2020,Senior,Full time,Data Engineer,GR,Large,47899
3754,2020,Senior,Full time,Data Scientist,US,Large,120000
3755,2020,Senior,Freelancer,Computer Vision Engineer,US,Small,60000
3756,2020,Senior,Full time,Principal Data Scientist,DE,Medium,148261
3757,2020,Senior,Full time,Data Scientist,AT,Small,91237
3758,2020,Senior,Full time,Data Science Manager,US,Medium,190200
3759,2020,Senior,Full time,Machine Learning Engineer,HR,Small,45618
3760,2020,Senior,Full time,Data Scientist,US,Large,412000
